sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22,n_or_p_final_step17,n_or_p_source_step17,n_or_p_confidence_final_step17,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method_final_step17,sintering_condition_final_step17,sintering_checked_final_step17,sintering_source_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,n_or_p_final_step17__step17,n_or_p_source_step17__step17,n_or_p_confidence_final_step17__step17,additive_final_step17__step17,additive_source_step17__step17,additive_confidence_final_step17__step17,structure_final_step17__step17,structure_source_step17__step17,structure_confidence_final_step17__step17,sintering_method_final_step17__step17,sintering_condition_final_step17__step17,sintering_checked_final_step17__step17,sintering_source_step17__step17,sintering_confidence_final_step17__step17,paper_checked_step17__step17,manual_review_status_step17__step17,step17_check_additive__step17,step17_check_structure__step17,step17_check_np_type__step17,step17_check_sintering__step17,nanocarbon_keyword_detected_step9__step17,nanocarbon_type_auto_step9__step17,rare_metal_flag_auto_step9__step17,toxicity_flag_auto_step9__step17,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,tau_eff_ratio_pred_true_step19,residual_category_step19,manual_review_status_step17__step19,paper_checked_step17__step19,manual_review_priority_score_step15,manual_review_priority_tier_step15,pf_zt_problem_reason_step15,sintering_check_reason_step15,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,missing_np_paper_confirmation_step23,manual_annotation_needed_step23,error_pattern_step23,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_cause_note_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason,manual_review_note_step23
10.1021_acsami.0c01004__sample_32842,10.1021/acsami.0c01004,https://doi.org/10.1021/acsami.0c01004,,32842,Mn3.2Sb1.5Bi0.49Se0.01,unknown,n,9,6,5,5,0.3903929513737687,0.6189558170589564,0.2285628656851877,0.4342646686172247,1.0350811307708785,0.6008164621536536,0.4983127692149559,1.13736361796507,0.639050848750114,0.5035816217711122,1.147129901211262,0.6435482794401499,1.24757,1.0273330173023696,1.6607647207936105,1.2455792308147842,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3903929513737686,0.2609015554503581,,,,,,,,,,,,,,,,,,,,,,,,,-1.1620081675700331,-0.3338495819915217,0.8281585855785114,0.8281585855785114,2.289099675778055,large_over_prediction,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.4887504__sample_24346,10.1063/1.4887504,https://doi.org/10.1063/1.4887504,,24346,"Sb2Te3/poly(3,4-ethylenedioxythiophene)",unknown,p,10,7,7,7,0.1155856228405885,1.2915324764425975,1.175946853602009,0.0963878001266964,2.73547874126498,2.6390909411382832,0.1042207086922332,2.9670245132636,2.862803804571367,0.0963878001266851,2.7354787412646244,2.639090941137939,1.147905,1.2316903728898227,4.458165804807266,1.2662466909070835,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1155856228405885,0.0889329213287896,,,,,,,,,,,,,,,,,,,,,,,,,-1.313037696945457,-0.0320133820272711,1.2810243149181857,1.2810243149181857,3.6003257047749817,large_over_prediction,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1039_c6ra06688g__sample_9085,10.1039/c6ra06688g,https://doi.org/10.1039/c6ra06688g,,9085,Bi0.4Sb1.6Te3,unknown,p,8,8,8,8,0.068775695623013,0.5333420369505343,0.4645663413275213,0.063081330848345,0.7010441377571388,0.6379628069087937,0.0634105404937985,0.7101645714541693,0.6467540309603709,0.0630813308483459,0.7010441377571275,0.6379628069087816,1.28319,1.238826600515764,2.1023456473174167,1.294076080553634,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.068775695623013,0.0701283442540083,,,,,,,,,,,,,,,,,,,,,,,,,-0.3687921304088748,6.011428478179339e-05,0.3688522446936566,0.3688522446936566,1.4460739227934287,moderate_error,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1039_c6ra06688g__sample_9084,10.1039/c6ra06688g,https://doi.org/10.1039/c6ra06688g,,9084,Bi0.4Sb1.6Te3,unknown,p,8,8,8,8,0.0498800970953846,0.6333713049767598,0.5834912078813751,0.0444989222430239,0.8825949483434137,0.8380960261003898,0.0437736342035423,0.8834931243539892,0.8397194901504468,0.0444989222430167,0.8825949483433786,0.8380960261003618,1.104036,1.072085002617999,2.0157865997493096,1.1024194090991282,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0498800970953846,0.0362029993068809,,,,,,,,,,,,,,,,,,,,,,,,,-0.4713072141294623,6.011428478179339e-05,0.4713673284142441,0.4713673284142441,1.6021834070864585,moderate_error,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1039_c5tc01509j__sample_13194,10.1039/c5tc01509j,https://doi.org/10.1039/c5tc01509j,,13194,(CoSb2Ge0.5Te0.5)0.2(GeTe)10.5Sb2Te3,unknown,p,17,6,3,3,0.2569347855435868,0.6247362842076202,0.3678014986640333,0.2109235962188462,0.766007489289222,0.5550838930703758,0.202035730962677,1.124363845172412,0.922328114209735,0.2101893802309795,1.1387738308871682,0.9285844506561888,1.271378,0.6258891927905964,1.1061371455103384,0.5604142427319048,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.2569347855435868,0.3148084485575999,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,-0.1529006833322433,0.2283581349147491,0.3812588182469925,0.3812588182469925,1.4641264990291762,moderate_error,not_checked,no,90,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.matlet.2021.130180__sample_45721,10.1016/j.matlet.2021.130180,https://doi.org/10.1016/j.matlet.2021.130180,,45721,Na0.98CoO2,unknown,p,34,6,1,4,0.3308172702642155,0.8808161641243558,0.5499988938601403,0.1666522881067941,1.6391840908067865,1.472531802699992,0.2150929337268417,0.7756055194743211,0.5605125857474793,0.2032201454215982,1.7219073736938275,1.5186872282722297,1.131547,0.8881592361201934,2.0091810987446097,0.7991013083403107,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,False,False,medium,0.3308172702642155,0.6174916895124617,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,False,False,-1.3937847467670197,-2.2281303225554616,-0.8343455757884419,0.8343455757884419,0.4341585123266278,large_under_prediction,not_checked,no,90,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.intermet.2011.07.020__sample_16535,10.1016/j.intermet.2011.07.020,https://doi.org/10.1016/j.intermet.2011.07.020,,16535,Zn3.96Cd0.04Sb3,unknown,p,19,7,2,3,0.1130403680166552,0.4489319176593741,0.3358915496427188,0.1155326268681952,0.6833659837462843,0.5678333568780891,0.226889250860824,0.7858291288153643,0.5589398779545403,0.1406449796398355,0.6959373889706392,0.5552924093308036,1.105908,0.8530619422922433,1.317247162474128,0.8565605878654852,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.1130403680166552,0.1247953997167956,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,-0.0547383583067662,-0.127844118304559,-0.0731057599977928,0.0731057599977928,0.9295025206427528,good,not_checked,no,100,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1021_acs.chemmater.7b04023__sample_31997,10.1021/acs.chemmater.7b04023,https://doi.org/10.1021/acs.chemmater.7b04023,,31997,Ge0.88Bi0.02Sb0.10Te,unknown,p,11,10,4,5,0.3472946278608971,0.5797460749618294,0.2324514471009323,0.3340513962391568,0.7542730702351019,0.4202216739959451,0.3678832520909403,1.1759722619125628,0.8080890098216225,0.3644149044263626,1.0215726174704622,0.6571577130440995,1.373585,1.0466311695309527,1.664937698353403,1.206747150851662,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3472946278608971,0.5208928123266265,,,,,,,,,,,,,,,,,,,,,,,,,0.0079371073194151,0.1233199751966935,0.1153828678772784,0.1153828678772784,1.1223030491105377,good,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.intermet.2011.07.020__sample_16534,10.1016/j.intermet.2011.07.020,https://doi.org/10.1016/j.intermet.2011.07.020,,16534,Zn3.91Cd0.04Sb3,unknown,p,19,7,4,5,0.1280506756355896,0.5019030832756293,0.3738524076400397,0.1427345113741469,0.7937098449027994,0.6509753335286524,0.1863258064879454,0.9204396538461608,0.7341138473582154,0.1488977584001088,0.8462586704703702,0.6973609120702613,1.228446,0.8130247067701405,1.3208819619789909,0.8373851371180738,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.1280506756355896,0.1731589092279791,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,-0.1055646119559302,-0.127844118304559,-0.0222795063486288,0.0222795063486288,0.977966848903391,good,not_checked,no,90,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2019.153284__sample_34310,10.1016/j.jallcom.2019.153284,https://doi.org/10.1016/j.jallcom.2019.153284,,34310,Bi0.5Sb1.5Te3,unknown,p,10,10,10,10,0.0448521945055521,0.498658040183725,0.4538058456781729,0.0350026684619067,0.6448306041349715,0.6098279356730647,0.0341260112132162,0.6460050284776578,0.6118790172644416,0.0350026684619129,0.6448306041349613,0.6098279356730483,1.269527,1.298949893978629,2.134415790532956,1.2664996214174389,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0448521945055521,0.0198953422099788,,,,,,,,,,,,,,,,,,,,,,,,,-0.3365398864594107,6.011428478179339e-05,0.3366000007441925,0.3366000007441925,1.4001788811992275,moderate_error,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1002_adma.201705942__sample_31970,10.1002/adma.201705942,https://doi.org/10.1002/adma.201705942,,31970,Ge0.88Sb0.12Te,unknown,p,12,10,9,10,0.5026115081444255,0.7521282891891411,0.2495167810447156,0.5186845544250851,0.9929749445671908,0.4742903901421056,0.4669882605410296,0.9806255302639388,0.5136372697229092,0.5186845544250624,0.9929749445671592,0.4742903901420968,1.53783,0.9552443002942465,1.671541313103898,1.5409190210230352,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,no,no,yes,yes,False,unknown,True,True,medium,0.5026115081444255,0.6122950672261032,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,no,no,yes,yes,False,unknown,True,True,-0.0795199058102009,0.1135456991990303,0.1930656050092312,0.1930656050092312,1.2129623673161765,good,not_checked,no,90,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
